"lang"
{
  "Language"		"English"
"DOTA_Tooltip_Ability_item_build_obelisk_of_wilderness_Description"    "<font color='#FFBF00'>Support Building</font>\nAbility: Resistance of the Wilderness\nBlesses a friendly random unit with the resistance of the wilderness, giving it permanent 40% spell damage reduction and a 40% chance to reduce incoming attack damage by 40. Has an extra chance to target units that don't have the buff yet."

"DOTA_Tooltip_Ability_item_build_elunes_lantern"                "Build Elune's Lantern"
"DOTA_Tooltip_Ability_item_build_elunes_lantern_Lore"           "Upgrades: 0"
"DOTA_Tooltip_Ability_item_build_elunes_lantern_Description"    "<font color='#a3098c'>Tower</font>\nAttack: Magic (850 range)<br>Armor: Fortified\n\n<h1>Abilities</h1>- Feedback (35 mana)"

"DOTA_Tooltip_Ability_item_build_starfall_obelisk"                "Build Starfall Obelisk"
"DOTA_Tooltip_Ability_item_build_starfall_obelisk_Lore"           "Upgrades: 0"
"DOTA_Tooltip_Ability_item_build_starfall_obelisk_Description"    "<font color='#C40000'>Killing Building</font>\nAbility: Starfall\nStars fall from the sky around a random enemy unit, damaing all enemies in its area for 10 seconds, dealing 50 dps spell damage."



    "DOTA_Tooltip_Ability_starfall"             "Starfall"
    "DOTA_Tooltip_Ability_starfall_Description" "Stars fall from the sky around a random enemy unit, damaging all enemies in its area for 10 seconds, dealing %dps% dps spell damage."
    "DOTA_Tooltip_Ability_elunes_lantern_feedback"             "Feedback"
    "DOTA_Tooltip_Ability_elunes_lantern_feedback_mana_burn"             "Mana Burned:"
    "DOTA_Tooltip_Ability_elunes_lantern_feedback_mana_to_damage"        "Damage Per Mana:"
    "DOTA_Tooltip_Ability_elunes_lantern_feedback_Description" "Burns mana on each attack, dealing a percentage of mana burned as damage."
    "DOTA_Tooltip_Ability_resistance_of_the_wilderness"             "Resistance of the Wilderness"
    "DOTA_Tooltip_Ability_resistance_of_the_wilderness_spell_resistance"     "Spell Resistance:"
    "DOTA_Tooltip_Ability_resistance_of_the_wilderness_chance"     "%Damage Reduction Chance:"
    "DOTA_Tooltip_Ability_resistance_of_the_wilderness_attack_damage_reduction"     "Damage Reduction:"
    "DOTA_Tooltip_Ability_resistance_of_the_wilderness_Description" "Blesses a friendly random unit with the resistance of the wilderness,giving it permanent 40%% spell damage reduction and a 40%% chance to reduce incoming attack damage by 40.\nHas an extra chance to target units that don't have the buff yet."
    "DOTA_Tooltip_Ability_moon_shine_blessing"             "Moon Shine Blessing"
    "DOTA_Tooltip_Ability_moon_shine_blessing_Description" "Blesses everything around a random friendly unit. Blessed units regain 175 health, 50 mana and +6 armor for 6 seconds. Can't bless units that are currently blessed."
    "DOTA_Tooltip_Ability_hunter_evasion"             "Evasion"
    "DOTA_Tooltip_Ability_hunter_evasion_evasion"             "%Evasion:"
    "DOTA_Tooltip_Ability_hunter_evasion_Description" "Has a chance to evade attacks"
    "DOTA_Tooltip_Ability_ranger_multi_shot"             "Multi-Shot"
    "DOTA_Tooltip_Ability_ranger_multi_shot_arrow_count"     "Arrow Count:"
    "DOTA_Tooltip_Ability_ranger_multi_shot_Description" "Attacks can hit multiple targets."
    "DOTA_Tooltip_Ability_druid_entangle"             "Entangle"
    "DOTA_Tooltip_Ability_druid_entangle_duration"    "Duration:"
    "DOTA_Tooltip_Ability_druid_entangle_dps"         "DPS:"
    "DOTA_Tooltip_Ability_druid_entangle_Description" "Entangles the target, rooting them, and dealing damage over time."
    "DOTA_Tooltip_Ability_druid_mass_entangle"             "Mass Entangle"
    "DOTA_Tooltip_Ability_druid_mass_entangle_duration"    "Duration:"
    "DOTA_Tooltip_Ability_druid_mass_entangle_dps"         "DPS:"
    "DOTA_Tooltip_Ability_druid_mass_entangle_targets"     "Max Targets:"
    "DOTA_Tooltip_Ability_druid_mass_entangle_Description" "Entangles up to %targets% targets, rooting them, and dealing damage over time."
    "DOTA_Tooltip_Ability_assassin_evasion"             "Evasion"
    "DOTA_Tooltip_Ability_assassin_evasion_evasion"             "%Evasion:"
    "DOTA_Tooltip_Ability_assassin_evasion_Description" "Has a chance to evade attacks"
    "DOTA_Tooltip_Ability_assassin_feedback"             "Feedback"
    "DOTA_Tooltip_Ability_assassin_feedback_Description" "Burns mana on each attack, dealing a percentage of mana burned as damage."
    "DOTA_Tooltip_Ability_assassin_backstab"             "Backstab"
    "DOTA_Tooltip_Ability_assassin_backstab_damage"      "Backstab Damage:"
    "DOTA_Tooltip_Ability_assassin_backstab_Description" "The Assassin goes invisible, and hunts down mages. Deals extra damage upon breaking invisibility."
    "DOTA_Tooltip_Ability_avenging_spirit_evasion"             "Evasion"
    "DOTA_Tooltip_Ability_avenging_spirit_evasion_evasion"             "%Evasion:"
    "DOTA_Tooltip_Ability_avenging_spirit_evasion_Description" "Has a chance to evade attacks"
    "DOTA_Tooltip_Ability_avenging_spirit_corrosive_attack"             "Corrosive Attack"
    "DOTA_Tooltip_Ability_avenging_spirit_corrosive_attack_armor_reduction"    "Armor Reduction:"
    "DOTA_Tooltip_Ability_avenging_spirit_corrosive_attack_duration"    "Duration:"
    "DOTA_Tooltip_Ability_avenging_spirit_corrosive_attack_Description" "Attacks reduce the target's armor."
    "DOTA_Tooltip_Ability_avenging_spirit_spell_reduction"             "Spell Reduction"
    "DOTA_Tooltip_Ability_avenging_spirit_spell_reduction_resistance"  "Status Resistance:"
    "DOTA_Tooltip_Ability_avenging_spirit_spell_reduction_Description" "Spells are less effective."
    "DOTA_Tooltip_Ability_avenging_spirit_heal_on_kill"             "Heal on Kill"
    "DOTA_Tooltip_Ability_avenging_spirit_heal_on_kill_heal_pct"    "Heal Percent:"
    "DOTA_Tooltip_Ability_avenging_spirit_heal_on_kill_Description" "Upon killing an enemy, heals for a percent of the enemy's health"
    "DOTA_Tooltip_Ability_avenging_spirit_revenge"             "Revenge"
    "DOTA_Tooltip_Ability_avenging_spirit_revenge_damage"      "Damage:"
    "DOTA_Tooltip_Ability_avenging_spirit_revenge_Description" "When killed, the Avenging Spirit reaches from beyond the grave, to drag its killer down to hell. Also deals damage."
    "DOTA_Tooltip_Ability_faerie_dragon_heal"             "Heal"
    "DOTA_Tooltip_Ability_faerie_dragon_heal_Lore"        "Heal"
    "DOTA_Tooltip_Ability_faerie_dragon_heal_heal"        "Heal:"
    "DOTA_Tooltip_Ability_faerie_dragon_heal_Description" "Heal"
    "DOTA_Tooltip_Ability_faerie_dragon_feedback"             "Feedback"
    "DOTA_Tooltip_Ability_faerie_dragon_feedback_Description" "Burns mana on each attack, dealing a percentage of mana burned as damage."
    "DOTA_Tooltip_Ability_glaive_thrower_bouncing_attack"             "Bouncing Attack"
    "DOTA_Tooltip_Ability_glaive_thrower_bouncing_attack_bounces"     "Bounces:"
    "DOTA_Tooltip_Ability_glaive_thrower_bouncing_attack_damage_reduction_percent"  "Damage Reduction Percent:"
    "DOTA_Tooltip_Ability_glaive_thrower_bouncing_attack_Description" "Attacks bounce to nearby enemies, dealing reduced damage on each bounce."

    "DOTA_Tooltip_modifier_assassin_backstab"                "Backstab"
    "DOTA_Tooltip_modifier_assassin_backstab_Description"    "The Assassin is invisible. The first attack upon breaking invisibility will deal extra damage."
    "DOTA_Tooltip_modifier_avenging_spirit_spell_reduction"                "Spell Reduction"
    "DOTA_Tooltip_modifier_avenging_spirit_spell_reduction_Description"    "Spells have reduced effects"
    "DOTA_Tooltip_modifier_revenge"                "Revenge"
    "DOTA_Tooltip_modifier_revenge_Description"    "Deals damage to the unit that kills the Avenging Spirit"
    "DOTA_Tooltip_modifier_resistance_of_the_wilderness"                "Resistance of the Wilderness"
    "DOTA_Tooltip_modifier_resistance_of_the_wilderness_Description"    "Taking reduced damage."
    "DOTA_Tooltip_modifier_ranger_split_shot"                "Split Shot"
    "DOTA_Tooltip_modifier_ranger_split_shot_Description"    "Can attack multiple enemies at once"
    "DOTA_Tooltip_modifier_moon_shine_blessing"                "Moon Shine Blessing"
    "DOTA_Tooltip_modifier_moon_shine_blessing_Description"    "Armor Increased"
    "DOTA_Tooltip_modifier_heal_on_kill"                "Heal on Kill"
    "DOTA_Tooltip_modifier_heal_on_kill_Description"    "Heals upon killing an enemy for a portion of their max health."
    "DOTA_Tooltip_modifier_glaive_thrower_bouncing_attack"                "Bouncing Attack"
    "DOTA_Tooltip_modifier_glaive_thrower_bouncing_attack_Description"    "Attacks bounce to nearby enemies."
    "DOTA_Tooltip_modifier_avenging_spirit_corrosive_attack"                "Corrosive Attack"
    "DOTA_Tooltip_modifier_avenging_spirit_corrosive_attack_Description"    "Attacks reduce the target's armor."
    "DOTA_Tooltip_modifier_avenging_spirit_corrosive_attack_debuff"                "Corrosive Attack"
    "DOTA_Tooltip_modifier_avenging_spirit_corrosive_attack_debuff_Description"    "Armor reduced."
    "DOTA_Tooltip_modifier_druid_entangle"                "Entangle"
    "DOTA_Tooltip_modifier_druid_entangle_Description"    "The unit is rooted."

    //////////////////////
    // Nature Race
    //////////////////////

    "forest_spider"     "Forest Spider" 
    "black_spider"      "Black Spider" 
    "giant_spider"      "Giant Spider" 
    "brood_mother"      "Brood Mother" 
    "furbolg_shaman"    "Furbolg Shaman" 
    "furbolg_elder_shaman"     "Furbolg Elder Shaman" 
    "dryad"                    "Dryad" 
    "keeper_of_the_grove"      "Keeper of the Grove" 
    "ancient_keeper"     "Ancient Keeper" 
    "emerald_dragon"     "Emerald Dragon" 
    "bear"               "Bear" 
    "ancient_bear"       "Ancient Bear" 
    "mountain_giant"     "Mountain Giant" 
    "keeper_treant"      "Keeper Treant" 

    "spider_egg_clutch"      "Spider Egg Clutch" 
    "spider_egg_nest"        "Spider Egg Nest" 
    "spider_egg_hatchery"    "Spider Egg Hatchery" 
    "furbolg_hut"            "Furbolg Hut" 
    "furbolg_abode"          "Furbolg Abode" 
    "ancient_of_growth"      "Ancient of Growth" 
    "ancient_of_life"        "Ancient of Life" 
    "ancient_of_eternity"    "Ancient of Eternity" 
    "ancient_of_slumber"     "Ancient of Slumber" 
    "ancient_of_hibernation" "Ancient of Hibernation" 
    "emerald_dragon_roost"   "Emerald Dragon Roost" 
    "monolith"               "Monolith" 
    "ancient_guardian"       "Ancient Guardian" 
    "ancient_protector"      "Ancient Protector" 
    "ancient_of_wind"        "Ancient of Wind" 
    "ancient_of_wonders"     "Ancient of Wonders" 



"DOTA_Tooltip_Ability_build_spider_egg_clutch"                "Build Spider Egg Clutch"
"DOTA_Tooltip_Ability_build_spider_egg_clutch_Description"    "<font color='#62bc25'>Unit Trainer</font>\n<h1>Black Spiders (2x)</h1>Attack: Pierce (melee)<br>Armor: Unarmored\n\n<h1>Abilities:</h1>- Slow Poison(10% slow, 5dps)"
"DOTA_Tooltip_Ability_train_black_spiders"                "Train Black Spiders (2x)"
"DOTA_Tooltip_Ability_train_black_spiders_Description"    "<h1>Black Spiders (2x)</h1>Attack: Pierce (melee)<br>Armor: Unarmored\n\n<h1>Abilities:</h1>- Slow Poison(10% slow, 5dps)"

"DOTA_Tooltip_Ability_upgrade_spider_egg_nest"                "Upgrade Spider Egg Nest"
"DOTA_Tooltip_Ability_upgrade_spider_egg_nest_Description"    "<font color='#62bc25'>Unit Trainer</font>\n<h1>Giant Spiders (2x)</h1>Attack: Pierce (melee)<br>Armor: Unarmored\n\n<h1>Abilities:</h1>- Slow Poison(15% slow, 8dps)<br>- Split (2 Forest Spiders)<br> - Web (Brings air units to the ground)"
"DOTA_Tooltip_Ability_train_giant_spiders"                "Train Giant Spiders (2x)"
"DOTA_Tooltip_Ability_train_giant_spiders_Description"    "<h1>Giant Spiders (2x)</h1>Attack: Pierce (melee)<br>Armor: Unarmored\n\n<h1>Abilities:</h1>- Slow Poison(15% slow, 8dps)<br>- Split (2 Forest Spiders)<br> - Web (Brings air units to the ground)"

"DOTA_Tooltip_Ability_upgrade_spider_egg_hatchery"                "Upgrade Spider Egg Hatchery"
"DOTA_Tooltip_Ability_upgrade_spider_egg_hatchery_Description"    "<font color='#62bc25'>Unit Trainer</font>\n<h1>Brood Mothers (2x)</h1>Attack: Pierce (melee)<br>Armor: Unarmored\n\n<h1>Abilities:</h1>- Slow Poison(25% slow, 12dps)<br>- Split (1 Giant Spider)<br>- Infest (100dmg, 20dps, killed units spawn 2 forest spiders)<br> - Web (Brings air units to the ground)"
"DOTA_Tooltip_Ability_train_brood_mothers"                "Train Brood Mothers (2x)"
"DOTA_Tooltip_Ability_train_brood_mothers_Description"    "<h1>Brood Mothers (2x)</h1>Attack: Pierce (melee)<br>Armor: Unarmored\n\n<h1>Abilities:</h1>- Slow Poison(25% slow, 12dps)<br>- Split (1 Giant Spider)<br>- Infest (100dmg, 20dps, killed units spawn 2 forest spiders)<br> - Web (Brings air units to the ground)"

"DOTA_Tooltip_Ability_build_furbolg_hut"                "Build Furbolg Hut"
"DOTA_Tooltip_Ability_build_furbolg_hut_Description"    "<font color='#62bc25'>Unit Trainer</font>\n<h1>Furbolg Shaman</h1>Attack: Magic (400 range)<br>Armor: Light\n\n<h1>Abilities:</h1>- Rejuvenation (200hp over 10 seconds)"
"DOTA_Tooltip_Ability_train_furbolg_shaman"                "Train Furbolg Shaman"
"DOTA_Tooltip_Ability_train_furbolg_shaman_Description"    "<h1>Furbolg Shaman</h1>Attack: Magic (400 range)<br>Armor: Light\n\n<h1>Abilities:</h1>- Rejuvenation (200hp over 10 seconds)"

"DOTA_Tooltip_Ability_upgrade_furbolg_abode"                "Upgrade Furbolg Abode"
"DOTA_Tooltip_Ability_upgrade_furbolg_abode_Description"    "<font color='#62bc25'>Unit Trainer</font>\n<h1>Furbolg Elder Shaman</h1>Attack: Magic (450 range)<br>Armor: Light\n\n<h1>Abilities:</h1>- Rejuvenation (400hp over 10 seconds)<br>- Manaburn (15%% chance to burn 150 mana)"
"DOTA_Tooltip_Ability_train_furbolg_elder_shaman"                "Train Furbolg Elder Shaman"
"DOTA_Tooltip_Ability_train_furbolg_elder_shaman_Description"    "<h1>Furbolg Elder Shaman</h1>Attack: Magic (450 range)<br>Armor: Light\n\n<h1>Abilities:</h1>- Rejuvenation (400hp over 10 seconds)<br>- Manaburn (15%% chance to burn 150 mana)"

"DOTA_Tooltip_Ability_build_ancient_of_growth"                "Build Ancient of Growth"
"DOTA_Tooltip_Ability_build_ancient_of_growth_Description"    "<font color='#62bc25'>Unit Trainer</font>\n<h1>Dryad</h1>Attack: Pierce (500 range)<br>Armor: Medium\n\n<h1>Abilities:</h1>- Abolish Magic<br>- Spell Resist (15%%)<br>- Nature's Touch (75hp, 2 armor)"
"DOTA_Tooltip_Ability_train_dryad"                "Train Dryad"
"DOTA_Tooltip_Ability_train_dryad_Description"    "<h1>Dryad</h1>Attack: Pierce (500 range)<br>Armor: Medium\n\n<h1>Abilities:</h1>- Abolish Magic (15%%)<br>- Spell Resist (15%%)<br>- Nature's Touch (75hp, 2 armor)"

"DOTA_Tooltip_Ability_upgrade_ancient_of_life"                "Upgrade Ancient of Life"
"DOTA_Tooltip_Ability_upgrade_ancient_of_life_Description"    "<font color='#62bc25'>Unit Trainer</font>\n<h1>Keeper of the Grove</h1>Attack: Pierce (525 range)<br>Armor: Medium\n\n<h1>Abilities:</h1>- Abolish Magic (20%%)<br>- Spell Resist (20%%)<br>- Nature's Touch (150hp, 3 armor)<br>Summon Treants (2)"
"DOTA_Tooltip_Ability_train_keeper_of_the_grove"                "Train Keeper of the Grove"
"DOTA_Tooltip_Ability_train_keeper_of_the_grove_Description"    "<h1>Keeper of the Grove</h1>Attack: Pierce (525 range)<br>Armor: Medium\n\n<h1>Abilities:</h1>- Abolish Magic (20%%)<br>- Spell Resist (20%%)<br>- Nature's Touch (150hp, 3 armor)<br>Summon Treants (2)"

"DOTA_Tooltip_Ability_upgrade_ancient_of_eternity"                "Upgrade Ancient of Eternity"
"DOTA_Tooltip_Ability_upgrade_ancient_of_eternity_Description"    "<font color='#62bc25'>Unit Trainer</font>\n<h1>Ancient Keeper</h1>Attack: Chaos (550 range)<br>Armor: Medium\n\n<h1>Abilities:</h1>- Abolish Magic (25%%)<br>- Legendary Spell Resistance<br>- Nature's Aura (9hp/sec, 600 aoe)<br>- Treant Sprout (5 treants)<br>- Incorporeal (25%% evasion)"
"DOTA_Tooltip_Ability_train_ancient_keeper"                "Train Ancient Keeper"
"DOTA_Tooltip_Ability_train_ancient_keeper_Description"    "<h1>Ancient Keeper</h1>Attack: Chaos (550 range)<br>Armor: Medium\n\n<h1>Abilities:</h1>- Abolish Magic (25%%)<br>- Legendary Spell Resistance<br>- Nature's Aura (9hp/sec, 600 aoe)<br>- Treant Sprout (5 treants)<br>- Incorporeal (25%% evasion)"

"DOTA_Tooltip_Ability_build_ancient_of_slumber"                "Build Ancient of Slumber"
"DOTA_Tooltip_Ability_build_ancient_of_slumber_Description"    "<font color='#62bc25'>Unit Trainer</font>\n<h1>Bear</h1>Attack: Normal (melee)<br>Armor: Unarmored\n\n<h1>Abilities:</h1>- Feral Rage (15%% chance, 20%% damage and attack speed)<br>- Cleave (30%%)<br>- Slumber"
"DOTA_Tooltip_Ability_train_bear"                "Train Bear"
"DOTA_Tooltip_Ability_train_bear_Description"    "<h1>Bear</h1>Attack: Normal (melee)<br>Armor: Unarmored\n\n<h1>Abilities:</h1>- Feral Rage (15%% chance, 20%% damage and attack speed)<br>- Cleave (30%%)<br>- Slumber"

"DOTA_Tooltip_Ability_upgrade_ancient_of_hibernation"                "Upgrade Ancient of Hibernation"
"DOTA_Tooltip_Ability_upgrade_ancient_of_hibernation_Description"    "<font color='#62bc25'>Unit Trainer</font>\n<h1>Ancient Bear</h1>Attack: Normal (melee)<br>Armor: Unarmored\n\n<h1>Abilities:</h1>- Feral Rage (50%% chance, 20%% damage and attack speed)<br>- Cleave (35%%)<br>- Slumber"
"DOTA_Tooltip_Ability_train_ancient_bear"                "Train Ancient Bear"
"DOTA_Tooltip_Ability_train_ancient_bear_Description"    "<h1>Ancient Bear</h1>Attack: Normal (melee)<br>Armor: Unarmored\n\n<h1>Abilities:</h1>- Feral Rage (50%% chance, 20%% damage and attack speed)<br>- Cleave (35%%)<br>- Slumber"

"DOTA_Tooltip_Ability_build_emerald_dragon_roost"                "Build Emerald Dragon Roost"
"DOTA_Tooltip_Ability_build_emerald_dragon_roost_Description"    "<font color='#62bc25'>Unit Trainer</font>\n<h1>Emerald Dragon</h1>Attack: Chaos (250 range)<br>Armor: Heavy\n\n<h1>Abilities:</h1>- Splash Attack<br>- Corrosive Breath (-2 armor per attack, max -6)<br>- Flying"
